main_term,path,full_term,level,type,value,code
Division,Division > Skin > Foot > Right,Division > Skin > Foot > Right,3,code,,0H8MXZZ
Division,Division > Skin > Hand > Left,Division > Skin > Hand > Left,3,code,,0H8GXZZ
Division,Division > Skin > Hand > Right,Division > Skin > Hand > Right,3,code,,0H8FXZZ
Division,Division > Skin > Inguinal,Division > Skin > Inguinal,2,code,,0H8AXZZ
Division,Division > Skin > Lower Arm > Left,Division > Skin > Lower Arm > Left,3,code,,0H8EXZZ
Division,Division > Skin > Lower Arm > Right,Division > Skin > Lower Arm > Right,3,code,,0H8DXZZ
Division,Division > Skin > Lower Leg > Left,Division > Skin > Lower Leg > Left,3,code,,0H8LXZZ
Division,Division > Skin > Lower Leg > Right,Division > Skin > Lower Leg > Right,3,code,,0H8KXZZ
Division,Division > Skin > Neck,Division > Skin > Neck,2,code,,0H84XZZ
Division,Division > Skin > Perineum,Division > Skin > Perineum,2,code,,0H89XZZ
Division,Division > Skin > Scalp,Division > Skin > Scalp,2,code,,0H80XZZ
Division,Division > Skin > Upper Arm > Left,Division > Skin > Upper Arm > Left,3,code,,0H8CXZZ
Division,Division > Skin > Upper Arm > Right,Division > Skin > Upper Arm > Right,3,code,,0H8BXZZ
Division,Division > Skin > Upper Leg > Left,Division > Skin > Upper Leg > Left,3,code,,0H8JXZZ
Division,Division > Skin > Upper Leg > Right,Division > Skin > Upper Leg > Right,3,code,,0H8HXZZ
Division,Division > Skull,Division > Skull,1,codes,,0N80
Division,Division > Spinal Cord > Cervical,Division > Spinal Cord > Cervical,2,codes,,008W
Division,Division > Spinal Cord > Lumbar,Division > Spinal Cord > Lumbar,2,codes,,008Y
Division,Division > Spinal Cord > Thoracic,Division > Spinal Cord > Thoracic,2,codes,,008X
Division,Division > Sternum,Division > Sternum,1,codes,,0P80
Division,"Division > Stomach, Pylorus","Division > Stomach, Pylorus",1,codes,,0D87
Division,Division > Subcutaneous Tissue and Fascia > Abdomen,Division > Subcutaneous Tissue and Fascia > Abdomen,2,codes,,0J88
Division,Division > Subcutaneous Tissue and Fascia > Back,Division > Subcutaneous Tissue and Fascia > Back,2,codes,,0J87
Division,Division > Subcutaneous Tissue and Fascia > Buttock,Division > Subcutaneous Tissue and Fascia > Buttock,2,codes,,0J89
Division,Division > Subcutaneous Tissue and Fascia > Chest,Division > Subcutaneous Tissue and Fascia > Chest,2,codes,,0J86
Division,Division > Subcutaneous Tissue and Fascia > Face,Division > Subcutaneous Tissue and Fascia > Face,2,codes,,0J81
Division,Division > Subcutaneous Tissue and Fascia > Foot > Left,Division > Subcutaneous Tissue and Fascia > Foot > Left,3,codes,,0J8R
Division,Division > Subcutaneous Tissue and Fascia > Foot > Right,Division > Subcutaneous Tissue and Fascia > Foot > Right,3,codes,,0J8Q
Division,Division > Subcutaneous Tissue and Fascia > Hand > Left,Division > Subcutaneous Tissue and Fascia > Hand > Left,3,codes,,0J8K
Division,Division > Subcutaneous Tissue and Fascia > Hand > Right,Division > Subcutaneous Tissue and Fascia > Hand > Right,3,codes,,0J8J
Division,Division > Subcutaneous Tissue and Fascia > Head and Neck,Division > Subcutaneous Tissue and Fascia > Head and Neck,2,codes,,0J8S
Division,Division > Subcutaneous Tissue and Fascia > Lower Arm > Left,Division > Subcutaneous Tissue and Fascia > Lower Arm > Left,3,codes,,0J8H
Division,Division > Subcutaneous Tissue and Fascia > Lower Arm > Right,Division > Subcutaneous Tissue and Fascia > Lower Arm > Right,3,codes,,0J8G
Division,Division > Subcutaneous Tissue and Fascia > Lower Extremity,Division > Subcutaneous Tissue and Fascia > Lower Extremity,2,codes,,0J8W
Division,Division > Subcutaneous Tissue and Fascia > Lower Leg > Left,Division > Subcutaneous Tissue and Fascia > Lower Leg > Left,3,codes,,0J8P
Division,Division > Subcutaneous Tissue and Fascia > Lower Leg > Right,Division > Subcutaneous Tissue and Fascia > Lower Leg > Right,3,codes,,0J8N
Division,Division > Subcutaneous Tissue and Fascia > Neck > Left,Division > Subcutaneous Tissue and Fascia > Neck > Left,3,codes,,0J85
Division,Division > Subcutaneous Tissue and Fascia > Neck > Right,Division > Subcutaneous Tissue and Fascia > Neck > Right,3,codes,,0J84
Division,Division > Subcutaneous Tissue and Fascia > Pelvic Region,Division > Subcutaneous Tissue and Fascia > Pelvic Region,2,codes,,0J8C
Division,Division > Subcutaneous Tissue and Fascia > Perineum,Division > Subcutaneous Tissue and Fascia > Perineum,2,codes,,0J8B
Division,Division > Subcutaneous Tissue and Fascia > Scalp,Division > Subcutaneous Tissue and Fascia > Scalp,2,codes,,0J80
Division,Division > Subcutaneous Tissue and Fascia > Trunk,Division > Subcutaneous Tissue and Fascia > Trunk,2,codes,,0J8T
Division,Division > Subcutaneous Tissue and Fascia > Upper Arm > Left,Division > Subcutaneous Tissue and Fascia > Upper Arm > Left,3,codes,,0J8F
Division,Division > Subcutaneous Tissue and Fascia > Upper Arm > Right,Division > Subcutaneous Tissue and Fascia > Upper Arm > Right,3,codes,,0J8D
Division,Division > Subcutaneous Tissue and Fascia > Upper Extremity,Division > Subcutaneous Tissue and Fascia > Upper Extremity,2,codes,,0J8V
Division,Division > Subcutaneous Tissue and Fascia > Upper Leg > Left,Division > Subcutaneous Tissue and Fascia > Upper Leg > Left,3,codes,,0J8M
Division,Division > Subcutaneous Tissue and Fascia > Upper Leg > Right,Division > Subcutaneous Tissue and Fascia > Upper Leg > Right,3,codes,,0J8L
Division,Division > Tarsal > Left,Division > Tarsal > Left,2,codes,,0Q8M
Division,Division > Tarsal > Right,Division > Tarsal > Right,2,codes,,0Q8L
Division,Division > Tendon > Abdomen > Left,Division > Tendon > Abdomen > Left,3,codes,,0L8G
Division,Division > Tendon > Abdomen > Right,Division > Tendon > Abdomen > Right,3,codes,,0L8F
Division,Division > Tendon > Ankle > Left,Division > Tendon > Ankle > Left,3,codes,,0L8T
Division,Division > Tendon > Ankle > Right,Division > Tendon > Ankle > Right,3,codes,,0L8S
Division,Division > Tendon > Foot > Left,Division > Tendon > Foot > Left,3,codes,,0L8W
Division,Division > Tendon > Foot > Right,Division > Tendon > Foot > Right,3,codes,,0L8V
Division,Division > Tendon > Hand > Left,Division > Tendon > Hand > Left,3,codes,,0L88
Division,Division > Tendon > Hand > Right,Division > Tendon > Hand > Right,3,codes,,0L87
Division,Division > Tendon > Head and Neck,Division > Tendon > Head and Neck,2,codes,,0L80
Division,Division > Tendon > Hip > Left,Division > Tendon > Hip > Left,3,codes,,0L8K
Division,Division > Tendon > Hip > Right,Division > Tendon > Hip > Right,3,codes,,0L8J
Division,Division > Tendon > Knee > Left,Division > Tendon > Knee > Left,3,codes,,0L8R
Division,Division > Tendon > Knee > Right,Division > Tendon > Knee > Right,3,codes,,0L8Q
Division,Division > Tendon > Lower Arm and Wrist > Left,Division > Tendon > Lower Arm and Wrist > Left,3,codes,,0L86
Division,Division > Tendon > Lower Arm and Wrist > Right,Division > Tendon > Lower Arm and Wrist > Right,3,codes,,0L85
Division,Division > Tendon > Lower Leg > Left,Division > Tendon > Lower Leg > Left,3,codes,,0L8P
Division,Division > Tendon > Lower Leg > Right,Division > Tendon > Lower Leg > Right,3,codes,,0L8N
Division,Division > Tendon > Perineum,Division > Tendon > Perineum,2,codes,,0L8H
Division,Division > Tendon > Shoulder > Left,Division > Tendon > Shoulder > Left,3,codes,,0L82
Division,Division > Tendon > Shoulder > Right,Division > Tendon > Shoulder > Right,3,codes,,0L81
Division,Division > Tendon > Thorax > Left,Division > Tendon > Thorax > Left,3,codes,,0L8D
Division,Division > Tendon > Thorax > Right,Division > Tendon > Thorax > Right,3,codes,,0L8C
Division,Division > Tendon > Trunk > Left,Division > Tendon > Trunk > Left,3,codes,,0L8B
Division,Division > Tendon > Trunk > Right,Division > Tendon > Trunk > Right,3,codes,,0L89
Division,Division > Tendon > Upper Arm > Left,Division > Tendon > Upper Arm > Left,3,codes,,0L84
Division,Division > Tendon > Upper Arm > Right,Division > Tendon > Upper Arm > Right,3,codes,,0L83
Division,Division > Tendon > Upper Leg > Left,Division > Tendon > Upper Leg > Left,3,codes,,0L8M
Division,Division > Tendon > Upper Leg > Right,Division > Tendon > Upper Leg > Right,3,codes,,0L8L
Division,Division > Thyroid Gland Isthmus,Division > Thyroid Gland Isthmus,1,codes,,0G8J
Division,Division > Tibia > Left,Division > Tibia > Left,2,codes,,0Q8H
Division,Division > Tibia > Right,Division > Tibia > Right,2,codes,,0Q8G
Division,"Division > Turbinate, Nasal","Division > Turbinate, Nasal",1,codes,,098L
Division,Division > Ulna > Left,Division > Ulna > Left,2,codes,,0P8L
Division,Division > Ulna > Right,Division > Ulna > Right,2,codes,,0P8K
Division,Division > Uterine Supporting Structure,Division > Uterine Supporting Structure,1,codes,,0U84
Division,"Division > Valve, Aortic, Leaflet Laceration, Radiofrequency Energy","Division > Valve, Aortic, Leaflet Laceration, Radiofrequency Energy",1,code,,X28F3WB
Division,Division > Vertebra > Cervical,Division > Vertebra > Cervical,2,codes,,0P83
Division,Division > Vertebra > Lumbar,Division > Vertebra > Lumbar,2,codes,,0Q80
Division,Division > Vertebra > Thoracic,Division > Vertebra > Thoracic,2,codes,,0P84
Dnase (Deoxyribonuclease),Dnase (Deoxyribonuclease),Dnase (Deoxyribonuclease),0,use,Other Substance,
Donislecel-jujn Allogeneic Pancreatic Islet Cellular Suspension,Donislecel-jujn Allogeneic Pancreatic Islet Cellular Suspension,Donislecel-jujn Allogeneic Pancreatic Islet Cellular Suspension,0,code,,XW033DA
"Donor Organ Protective Thermal Insulation, Hypothermia, Intraoperative","Donor Organ Protective Thermal Insulation, Hypothermia, Intraoperative","Donor Organ Protective Thermal Insulation, Hypothermia, Intraoperative",0,code,,6A4T00A
Doppler study,Doppler study,Doppler study,0,see,Ultrasonography,
Dorsal digital nerve,Dorsal digital nerve,Dorsal digital nerve,0,use,Radial Nerve,
Dorsal metacarpal vein,Dorsal metacarpal vein,Dorsal metacarpal vein,1,use,"Hand Vein, Right",
Dorsal metacarpal vein,Dorsal metacarpal vein,Dorsal metacarpal vein,1,use,"Hand Vein, Left",
Dorsal metatarsal artery,Dorsal metatarsal artery,Dorsal metatarsal artery,1,use,"Foot Artery, Right",
Dorsal metatarsal artery,Dorsal metatarsal artery,Dorsal metatarsal artery,1,use,"Foot Artery, Left",
Dorsal metatarsal vein,Dorsal metatarsal vein,Dorsal metatarsal vein,1,use,"Foot Vein, Right",
Dorsal metatarsal vein,Dorsal metatarsal vein,Dorsal metatarsal vein,1,use,"Foot Vein, Left",
Dorsal root ganglion,Dorsal root ganglion,Dorsal root ganglion,1,use,Spinal Cord,
Dorsal root ganglion,Dorsal root ganglion,Dorsal root ganglion,1,use,Cervical Spinal Cord,
Dorsal root ganglion,Dorsal root ganglion,Dorsal root ganglion,1,use,Thoracic Spinal Cord,
Dorsal root ganglion,Dorsal root ganglion,Dorsal root ganglion,1,use,Lumbar Spinal Cord,
Dorsal scapular artery,Dorsal scapular artery,Dorsal scapular artery,1,use,"Subclavian Artery, Right",
Dorsal scapular artery,Dorsal scapular artery,Dorsal scapular artery,1,use,"Subclavian Artery, Left",
Dorsal scapular nerve,Dorsal scapular nerve,Dorsal scapular nerve,0,use,Brachial Plexus,
Dorsal venous arch,Dorsal venous arch,Dorsal venous arch,1,use,"Foot Vein, Right",
Dorsal venous arch,Dorsal venous arch,Dorsal venous arch,1,use,"Foot Vein, Left",
Dorsalis pedis artery,Dorsalis pedis artery,Dorsalis pedis artery,1,use,"Anterior Tibial Artery, Right",
Dorsalis pedis artery,Dorsalis pedis artery,Dorsalis pedis artery,1,use,"Anterior Tibial Artery, Left",
DownStream(R) System,DownStream(R) System,DownStream(R) System,1,code,,5A0512C
DownStream(R) System,DownStream(R) System,DownStream(R) System,1,code,,5A0522C
Drainage,Drainage > Abdominal Wall,Drainage > Abdominal Wall,1,codes,,0W9F
Drainage,Drainage > Acetabulum > Left,Drainage > Acetabulum > Left,2,codes,,0Q95
Drainage,Drainage > Acetabulum > Right,Drainage > Acetabulum > Right,2,codes,,0Q94
Drainage,Drainage > Adenoids,Drainage > Adenoids,1,codes,,0C9Q
Drainage,Drainage > Ampulla of Vater,Drainage > Ampulla of Vater,1,codes,,0F9C
Drainage,Drainage > Anal Sphincter,Drainage > Anal Sphincter,1,codes,,0D9R
Drainage,Drainage > Ankle Region > Left,Drainage > Ankle Region > Left,2,codes,,0Y9L
Drainage,Drainage > Ankle Region > Right,Drainage > Ankle Region > Right,2,codes,,0Y9K
Drainage,Drainage > Anterior Chamber > Left,Drainage > Anterior Chamber > Left,2,codes,,0893
Drainage,Drainage > Anterior Chamber > Right,Drainage > Anterior Chamber > Right,2,codes,,0892
Drainage,Drainage > Anus,Drainage > Anus,1,codes,,0D9Q
Drainage,"Drainage > Aorta, Abdominal","Drainage > Aorta, Abdominal",1,codes,,0490
Drainage,Drainage > Aortic Body,Drainage > Aortic Body,1,codes,,0G9D
Drainage,Drainage > Appendix,Drainage > Appendix,1,codes,,0D9J
Drainage,Drainage > Arm > Lower > Left,Drainage > Arm > Lower > Left,3,codes,,0X9F
Drainage,Drainage > Arm > Lower > Right,Drainage > Arm > Lower > Right,3,codes,,0X9D
Drainage,Drainage > Arm > Upper > Left,Drainage > Arm > Upper > Left,3,codes,,0X99
Drainage,Drainage > Arm > Upper > Right,Drainage > Arm > Upper > Right,3,codes,,0X98
Drainage,Drainage > Artery > Anterior Tibial > Left,Drainage > Artery > Anterior Tibial > Left,3,codes,,049Q
Drainage,Drainage > Artery > Anterior Tibial > Right,Drainage > Artery > Anterior Tibial > Right,3,codes,,049P
Drainage,Drainage > Artery > Axillary > Left,Drainage > Artery > Axillary > Left,3,codes,,0396
Drainage,Drainage > Artery > Axillary > Right,Drainage > Artery > Axillary > Right,3,codes,,0395
Drainage,Drainage > Artery > Brachial > Left,Drainage > Artery > Brachial > Left,3,codes,,0398
Drainage,Drainage > Artery > Brachial > Right,Drainage > Artery > Brachial > Right,3,codes,,0397
Drainage,Drainage > Artery > Celiac,Drainage > Artery > Celiac,2,codes,,0491
Drainage,Drainage > Artery > Colic > Left,Drainage > Artery > Colic > Left,3,codes,,0497
Drainage,Drainage > Artery > Colic > Middle,Drainage > Artery > Colic > Middle,3,codes,,0498
Drainage,Drainage > Artery > Colic > Right,Drainage > Artery > Colic > Right,3,codes,,0496
Drainage,Drainage > Artery > Common Carotid > Left,Drainage > Artery > Common Carotid > Left,3,codes,,039J
Drainage,Drainage > Artery > Common Carotid > Right,Drainage > Artery > Common Carotid > Right,3,codes,,039H
Drainage,Drainage > Artery > Common Iliac > Left,Drainage > Artery > Common Iliac > Left,3,codes,,049D
Drainage,Drainage > Artery > Common Iliac > Right,Drainage > Artery > Common Iliac > Right,3,codes,,049C
Drainage,Drainage > Artery > External Carotid > Left,Drainage > Artery > External Carotid > Left,3,codes,,039N
Drainage,Drainage > Artery > External Carotid > Right,Drainage > Artery > External Carotid > Right,3,codes,,039M
Drainage,Drainage > Artery > External Iliac > Left,Drainage > Artery > External Iliac > Left,3,codes,,049J
Drainage,Drainage > Artery > External Iliac > Right,Drainage > Artery > External Iliac > Right,3,codes,,049H
Drainage,Drainage > Artery > Face,Drainage > Artery > Face,2,codes,,039R
Drainage,Drainage > Artery > Femoral > Left,Drainage > Artery > Femoral > Left,3,codes,,049L
Drainage,Drainage > Artery > Femoral > Right,Drainage > Artery > Femoral > Right,3,codes,,049K
Drainage,Drainage > Artery > Foot > Left,Drainage > Artery > Foot > Left,3,codes,,049W
Drainage,Drainage > Artery > Foot > Right,Drainage > Artery > Foot > Right,3,codes,,049V
Drainage,Drainage > Artery > Gastric,Drainage > Artery > Gastric,2,codes,,0492
Drainage,Drainage > Artery > Hand > Left,Drainage > Artery > Hand > Left,3,codes,,039F
Drainage,Drainage > Artery > Hand > Right,Drainage > Artery > Hand > Right,3,codes,,039D
Drainage,Drainage > Artery > Hepatic,Drainage > Artery > Hepatic,2,codes,,0493
Drainage,Drainage > Artery > Inferior Mesenteric,Drainage > Artery > Inferior Mesenteric,2,codes,,049B
Drainage,Drainage > Artery > Innominate,Drainage > Artery > Innominate,2,codes,,0392
Drainage,Drainage > Artery > Internal Carotid > Left,Drainage > Artery > Internal Carotid > Left,3,codes,,039L
Drainage,Drainage > Artery > Internal Carotid > Right,Drainage > Artery > Internal Carotid > Right,3,codes,,039K
Drainage,Drainage > Artery > Internal Iliac > Left,Drainage > Artery > Internal Iliac > Left,3,codes,,049F
Drainage,Drainage > Artery > Internal Iliac > Right,Drainage > Artery > Internal Iliac > Right,3,codes,,049E
Drainage,Drainage > Artery > Internal Mammary > Left,Drainage > Artery > Internal Mammary > Left,3,codes,,0391
Drainage,Drainage > Artery > Internal Mammary > Right,Drainage > Artery > Internal Mammary > Right,3,codes,,0390
Drainage,Drainage > Artery > Intracranial,Drainage > Artery > Intracranial,2,codes,,039G
Drainage,Drainage > Artery > Lower,Drainage > Artery > Lower,2,codes,,049Y
Drainage,Drainage > Artery > Peroneal > Left,Drainage > Artery > Peroneal > Left,3,codes,,049U
Drainage,Drainage > Artery > Peroneal > Right,Drainage > Artery > Peroneal > Right,3,codes,,049T
Drainage,Drainage > Artery > Popliteal > Left,Drainage > Artery > Popliteal > Left,3,codes,,049N
Drainage,Drainage > Artery > Popliteal > Right,Drainage > Artery > Popliteal > Right,3,codes,,049M
Drainage,Drainage > Artery > Posterior Tibial > Left,Drainage > Artery > Posterior Tibial > Left,3,codes,,049S
Drainage,Drainage > Artery > Posterior Tibial > Right,Drainage > Artery > Posterior Tibial > Right,3,codes,,049R
Drainage,Drainage > Artery > Radial > Left,Drainage > Artery > Radial > Left,3,codes,,039C
Drainage,Drainage > Artery > Radial > Right,Drainage > Artery > Radial > Right,3,codes,,039B
Drainage,Drainage > Artery > Renal > Left,Drainage > Artery > Renal > Left,3,codes,,049A
Drainage,Drainage > Artery > Renal > Right,Drainage > Artery > Renal > Right,3,codes,,0499
